V1,V2,V3
-122.30092879257,48.4,115.820983886719
-122.284210526316,48.4,127.710983276367
-122.267492260062,48.4,134.140975952148
-122.250773993808,48.4,131.571914672852
-122.234055727554,48.4,40.9619216918945
-122.2173374613,48.4,70.0719223022461
-122.200619195046,48.4,79.601921081543
-122.183900928793,48.4,105.931922912598
-122.167182662539,48.4,206.791915893555
-122.150464396285,48.4,419.341918945312
-122.133746130031,48.4,634.161926269531
-122.117027863777,48.4,814.400207519531
-122.100309597523,48.4,919.040161132812
-122.083591331269,48.4,945.570190429688
-122.066873065015,48.4,1007.61016845703
-122.050154798762,48.4,1008.55017089844
-122.033436532508,48.4,950.170166015625
-122.016718266254,48.4,913.550170898438
-122,48.4,860.690185546875
-127.4,48.383306836248,-2609.1201171875
-127.383281733746,48.383306836248,-2604.43994140625
-127.366563467492,48.383306836248,-2601.6201171875
-127.349845201238,48.383306836248,-2596.81005859375
-127.333126934985,48.383306836248,-2602.62841796875
-127.316408668731,48.383306836248,-2605.4384765625
-127.299690402477,48.383306836248,-2606.24853515625
-127.282972136223,48.383306836248,-2604.30834960938
-127.266253869969,48.383306836248,-2606.30834960938
-127.249535603715,48.383306836248,-2603.75854492188
-127.232817337461,48.383306836248,-2600.88842773438
-127.216099071207,48.383306836248,-2600.53833007812
-127.199380804954,48.383306836248,-2600.34497070312
-127.1826625387,48.383306836248,-2599.3349609375
-127.165944272446,48.383306836248,-2597.455078125
-127.149226006192,48.383306836248,-2595.60498046875
-127.132507739938,48.383306836248,-2597.32495117188
-127.115789473684,48.383306836248,-2597.92504882812
-127.09907120743,48.383306836248,-2596.53491210938
-127.082352941176,48.383306836248,-2595.35498046875
-127.065634674923,48.383306836248,-2593.39526367188
-127.048916408669,48.383306836248,-2591.29541015625
-127.032198142415,48.383306836248,-2589.46533203125
-127.015479876161,48.383306836248,-2587.75537109375
-126.998761609907,48.383306836248,-2585.2353515625
-126.982043343653,48.383306836248,-2581.64526367188
-126.965325077399,48.383306836248,-2582.17529296875
-126.948606811146,48.383306836248,-2581.12524414062
-126.931888544892,48.383306836248,-2575.3935546875
-126.915170278638,48.383306836248,-2572.9833984375
-126.898452012384,48.383306836248,-2570.38354492188
-126.88173374613,48.383306836248,-2566.41357421875
-126.865015479876,48.383306836248,-2561.8134765625
-126.848297213622,48.383306836248,-2555.43359375
-126.831578947368,48.383306836248,-2548.24340820312
-126.814860681115,48.383306836248,-2532.94360351562
-126.798142414861,48.383306836248,-2515.494140625
-126.781424148607,48.383306836248,-2511.6142578125
-126.764705882353,48.383306836248,-2511.26416015625
-126.747987616099,48.383306836248,-2511.43408203125
-126.731269349845,48.383306836248,-2514.58422851562
-126.714551083591,48.383306836248,-2484.56420898438
