V1,V2,V3
-123.870935960591,48.4,71.1022796630859
-123.854187192118,48.4,72.1253280639648
-123.837438423645,48.4,109.985328674316
-123.820689655172,48.4,151.225326538086
-123.8039408867,48.4,167.835327148438
-123.787192118227,48.4,139.095336914062
-123.770443349754,48.4,93.5653305053711
-123.753694581281,48.4,140.765335083008
-123.736945812808,48.4,78.7053298950195
-123.720197044335,48.4,46.2230110168457
-123.703448275862,48.4,20.7830104827881
-123.686699507389,48.4,32.9130096435547
-123.669950738916,48.4,41.3430099487305
-123.653201970443,48.4,21.6030101776123
-123.63645320197,48.4,65.1330108642578
-123.619704433498,48.4,90.0530090332031
-123.602955665025,48.4,147.663009643555
-123.586206896552,48.4,154.704132080078
-123.569458128079,48.4,158.40412902832
-123.552709359606,48.4,107.524124145508
-123.535960591133,48.4,68.2741241455078
-123.51921182266,48.4,65.9041290283203
-123.502463054187,48.4,35.7941246032715
-123.485714285714,48.4,18.154125213623
-123.468965517241,48.4,-2.61587452888489
-123.452216748768,48.4,-7.1925106048584
-123.435467980296,48.4,-10.6725101470947
-123.418719211823,48.4,-12.6125106811523
-123.40197044335,48.4,-13.2625102996826
-123.385221674877,48.4,-12.6025104522705
-123.368472906404,48.4,-11.3625106811523
-123.351724137931,48.4,-9.74251079559326
-123.334975369458,48.4,-8.58250999450684
-123.318226600985,48.4,-12.9643993377686
-123.301477832512,48.4,-7.33439970016479
-123.284729064039,48.4,-10.7143993377686
-123.267980295567,48.4,-16.2444000244141
-123.251231527094,48.4,-21.5044002532959
-123.234482758621,48.4,-28.2043991088867
-123.217733990148,48.4,-37.8044013977051
-123.200985221675,48.4,-48.5443992614746
-123.184236453202,48.4,-53.941349029541
-123.167487684729,48.4,-54.5813484191895
-123.150738916256,48.4,-53.5713500976562
-123.133990147783,48.4,-47.1713485717773
-123.11724137931,48.4,-35.7013511657715
-123.100492610837,48.4,-34.5213508605957
-123.083743842365,48.4,-76.5413513183594
-123.066995073892,48.4,-118.991348266602
-123.050246305419,48.4,-127.138694763184
-123.033497536946,48.4,-135.40869140625
-123.016748768473,48.4,-149.108688354492
-123,48.4,-155.948684692383
-126.4,48.383306836248,-1220.89916992188
-126.383251231527,48.383306836248,-1160.69921875
-126.366502463054,48.383306836248,-1188.38916015625
-126.349753694581,48.383306836248,-1238.20922851562
-126.333004926108,48.383306836248,-1219.77917480469
-126.316256157635,48.383306836248,-1205.619140625
-126.299507389163,48.383306836248,-1174.25915527344
-126.28275862069,48.383306836248,-1083.6591796875
-126.266009852217,48.383306836248,-1009.37677001953
-126.249261083744,48.383306836248,-987.15673828125
-126.232512315271,48.383306836248,-970.436767578125
-126.215763546798,48.383306836248,-951.586791992188
-126.199014778325,48.383306836248,-835.606750488281
-126.182266009852,48.383306836248,-611.44677734375
-126.165517241379,48.383306836248,-480.836761474609
-126.148768472906,48.383306836248,-414.186767578125
-126.132019704434,48.383306836248,-378.410980224609
-126.115270935961,48.383306836248,-360.040985107422
-126.098522167488,48.383306836248,-348.350982666016
-126.081773399015,48.383306836248,-357.940979003906
-126.065024630542,48.383306836248,-388.610992431641
-126.048275862069,48.383306836248,-403.151000976562
-126.031527093596,48.383306836248,-472.460998535156
-126.014778325123,48.383306836248,-437.190979003906
-125.99802955665,48.383306836248,-314.609344482422
-125.981280788177,48.383306836248,-487.019348144531
-125.964532019704,48.383306836248,-555.509338378906
-125.947783251232,48.383306836248,-604.009338378906
-125.931034482759,48.383306836248,-479.249328613281
-125.914285714286,48.383306836248,-428.989318847656
-125.897536945813,48.383306836248,-399.409332275391
-125.88078817734,48.383306836248,-264.129333496094
-125.864039408867,48.383306836248,-165.517654418945
-125.847290640394,48.383306836248,-153.247650146484
-125.830541871921,48.383306836248,-151.157653808594
-125.813793103448,48.383306836248,-150.837661743164
-125.797044334975,48.383306836248,-151.517654418945
-125.780295566502,48.383306836248,-154.267654418945
-125.76354679803,48.383306836248,-156.077651977539
-125.746798029557,48.383306836248,-147.737655639648
-125.730049261084,48.383306836248,-145.462646484375
-125.713300492611,48.383306836248,-147.742660522461
-125.696551724138,48.383306836248,-149.392654418945
-125.679802955665,48.383306836248,-150.612655639648
-125.663054187192,48.383306836248,-149.442657470703
-125.646305418719,48.383306836248,-145.762649536133
-125.629556650246,48.383306836248,-141.882659912109
-125.612807881773,48.383306836248,-141.202651977539
-125.5960591133,48.383306836248,-143.391571044922
-125.579310344828,48.383306836248,-145.141571044922
-125.562561576355,48.383306836248,-145.511566162109
-125.545812807882,48.383306836248,-145.041564941406
-125.529064039409,48.383306836248,-140.771560668945
-125.512315270936,48.383306836248,-137.441558837891
-125.495566502463,48.383306836248,-134.191558837891
-125.47881773399,48.383306836248,-131.001571655273
-125.462068965517,48.383306836248,-131.462982177734
-125.445320197044,48.383306836248,-131.572982788086
-125.428571428571,48.383306836248,-154.582977294922
-125.411822660099,48.383306836248,-175.802978515625
-125.395073891626,48.383306836248,-155.732986450195
-125.378325123153,48.383306836248,-131.47297668457
-125.36157635468,48.383306836248,-125.912979125977
-125.344827586207,48.383306836248,-121.162979125977
-125.328078817734,48.383306836248,-118.010665893555
-125.311330049261,48.383306836248,-115.950660705566
-125.294581280788,48.383306836248,-116.860664367676
-125.277832512315,48.383306836248,-119.240661621094
-125.261083743842,48.383306836248,-149.1806640625
-125.244334975369,48.383306836248,-182.710662841797
-125.227586206897,48.383306836248,-182.620666503906
-125.210837438424,48.383306836248,-181.75065612793
-125.194088669951,48.383306836248,-177.824157714844
-125.177339901478,48.383306836248,-181.734161376953
-125.160591133005,48.383306836248,-135.074157714844
-125.143842364532,48.383306836248,-118.384155273438
-125.127093596059,48.383306836248,-118.654151916504
-125.110344827586,48.383306836248,-118.33415222168
-125.093596059113,48.383306836248,-120.424156188965
-125.07684729064,48.383306836248,-121.924156188965
-125.060098522167,48.383306836248,-130.319778442383
-125.043349753695,48.383306836248,-159.089782714844
-125.026600985222,48.383306836248,-228.02978515625
-125.009852216749,48.383306836248,-302.399780273438
-124.993103448276,48.383306836248,-195.449783325195
-124.976354679803,48.383306836248,-118.769775390625
-124.95960591133,48.383306836248,-115.839775085449
-124.942857142857,48.383306836248,-123.09977722168
-124.926108374384,48.383306836248,-128.017028808594
-124.909359605911,48.383306836248,-237.827026367188
-124.892610837438,48.383306836248,-317.977020263672
-124.875862068966,48.383306836248,-311.897033691406
-124.859113300493,48.383306836248,-235.317031860352
-124.84236453202,48.383306836248,-204.77702331543
-124.825615763547,48.383306836248,-159.827026367188
-124.808866995074,48.383306836248,-107.307029724121
-124.792118226601,48.383306836248,-86.4636306762695
-124.775369458128,48.383306836248,-90.6636352539062
-124.758620689655,48.383306836248,-66.8836364746094
-124.741871921182,48.383306836248,-39.3636322021484
-124.725123152709,48.383306836248,47.3463668823242
-124.708374384236,48.383306836248,190.336364746094
-124.691625615764,48.383306836248,252.656372070312
-124.674876847291,48.383306836248,279.186370849609
-124.658128078818,48.383306836248,228.264831542969
-124.641379310345,48.383306836248,113.754829406738
-124.624630541872,48.383306836248,2.9948308467865
-124.607881773399,48.383306836248,-6.34516906738281
-124.591133004926,48.383306836248,3.26483082771301
-124.574384236453,48.383306836248,-15.9051694869995
-124.55763546798,48.383306836248,-32.9451675415039
-124.540886699507,48.383306836248,-51.6551704406738
-124.524137931034,48.383306836248,-76.0508728027344
-124.507389162562,48.383306836248,-93.3708724975586
-124.490640394089,48.383306836248,-114.080871582031
-124.473891625616,48.383306836248,-128.950866699219
-124.457142857143,48.383306836248,-151.97087097168
-124.44039408867,48.383306836248,-174.960876464844
-124.423645320197,48.383306836248,-195.740875244141
-124.406896551724,48.383306836248,-214.050872802734
-124.390147783251,48.383306836248,-228.333251953125
-124.373399014778,48.383306836248,-236.443252563477
-124.356650246305,48.383306836248,-234.783248901367
-124.339901477833,48.383306836248,-225.513259887695
-124.32315270936,48.383306836248,-220.533248901367
-124.306403940887,48.383306836248,-214.083251953125
-124.289655172414,48.383306836248,-205.75325012207
-124.272906403941,48.383306836248,-194.623245239258
-124.256157635468,48.383306836248,-185.761947631836
-124.239408866995,48.383306836248,-182.891952514648
-124.222660098522,48.383306836248,-181.431945800781
-124.205911330049,48.383306836248,-178.801940917969
-124.189162561576,48.383306836248,-172.57194519043
-124.172413793103,48.383306836248,-167.791946411133
-124.155665024631,48.383306836248,-161.551940917969
-124.138916256158,48.383306836248,-153.41194152832
-124.122167487685,48.383306836248,-154.897247314453
-124.105418719212,48.383306836248,-153.037246704102
-124.088669950739,48.383306836248,-142.457244873047
-124.071921182266,48.383306836248,-131.797256469727
-124.055172413793,48.383306836248,-123.647254943848
-124.03842364532,48.383306836248,-116.957252502441
-124.021674876847,48.383306836248,-111.137252807617
-124.004926108374,48.383306836248,-105.287254333496
-123.988177339901,48.383306836248,-72.8077239990234
-123.971428571429,48.383306836248,-57.2577247619629
-123.954679802956,48.383306836248,-44.0377235412598
-123.937931034483,48.383306836248,-34.9877243041992
-123.92118226601,48.383306836248,-20.6177234649658
-123.904433497537,48.383306836248,-12.5177230834961
-123.887684729064,48.383306836248,-12.2177238464355
-123.870935960591,48.383306836248,-3.42772340774536
-123.854187192118,48.383306836248,2.63533139228821
-123.837438423645,48.383306836248,25.735330581665
-123.820689655172,48.383306836248,75.4553298950195
-123.8039408867,48.383306836248,53.5053329467773
-123.787192118227,48.383306836248,48.46533203125
-123.770443349754,48.383306836248,43.3953323364258
-123.753694581281,48.383306836248,84.4853286743164
-123.736945812808,48.383306836248,56.5253295898438
-123.720197044335,48.383306836248,26.6730117797852
-123.703448275862,48.383306836248,8.82301044464111
-123.686699507389,48.383306836248,23.953010559082
-123.669950738916,48.383306836248,-6.56698894500732
-123.653201970443,48.383306836248,-8.51698875427246
-123.63645320197,48.383306836248,-2.50698924064636
-123.619704433498,48.383306836248,67.8730087280273
-123.602955665025,48.383306836248,147.383010864258
-123.586206896552,48.383306836248,137.794128417969
-123.569458128079,48.383306836248,149.044128417969
-123.552709359606,48.383306836248,98.1541290283203
-123.535960591133,48.383306836248,51.4841270446777
-123.51921182266,48.383306836248,17.4341259002686
-123.502463054187,48.383306836248,-10.2858743667603
-123.485714285714,48.383306836248,-23.5858745574951
-123.468965517241,48.383306836248,-9.53587436676025
-123.452216748768,48.383306836248,-16.132511138916
-123.435467980296,48.383306836248,-20.2125110626221
-123.418719211823,48.383306836248,-22.632511138916
-123.40197044335,48.383306836248,-23.7425098419189
-123.385221674877,48.383306836248,-23.9025096893311
-123.368472906404,48.383306836248,-23.2525100708008
-123.351724137931,48.383306836248,-22.382511138916
-123.334975369458,48.383306836248,-21.4925098419189
-123.318226600985,48.383306836248,-21.1844005584717
-123.301477832512,48.383306836248,-21.9443988800049
-123.284729064039,48.383306836248,-24.9244003295898
-123.267980295567,48.383306836248,-29.5243988037109
-123.251231527094,48.383306836248,-35.2144012451172
-123.234482758621,48.383306836248,-42.2844009399414
-123.217733990148,48.383306836248,-50.2444000244141
-123.200985221675,48.383306836248,-57.0243988037109
-123.184236453202,48.383306836248,-58.5813484191895
-123.167487684729,48.383306836248,-55.2813491821289
-123.150738916256,48.383306836248,-49.9613494873047
-123.133990147783,48.383306836248,-49.2613487243652
-123.11724137931,48.383306836248,-70.3613510131836
-123.100492610837,48.383306836248,-107.351348876953
-123.083743842365,48.383306836248,-136.251342773438
-123.066995073892,48.383306836248,-145.461349487305
-123.050246305419,48.383306836248,-148.878692626953
-123.033497536946,48.383306836248,-136.008697509766
-123.016748768473,48.383306836248,-138.65869140625
-123,48.383306836248,-152.388687133789
-126.4,48.366613672496,-1163.70922851562
-126.383251231527,48.366613672496,-1139.67919921875
-126.366502463054,48.366613672496,-1177.16918945312
-126.349753694581,48.366613672496,-1240.88916015625
-126.333004926108,48.366613672496,-1270.96923828125
-126.316256157635,48.366613672496,-1280.18920898438
-126.299507389163,48.366613672496,-1253.19921875
-126.28275862069,48.366613672496,-1175.25915527344
-126.266009852217,48.366613672496,-1087.35681152344
-126.249261083744,48.366613672496,-1051.06677246094
-126.232512315271,48.366613672496,-1012.06677246094
-126.215763546798,48.366613672496,-964.306762695312
-126.199014778325,48.366613672496,-899.736755371094
-126.182266009852,48.366613672496,-733.326782226562
-126.165517241379,48.366613672496,-590.69677734375
-126.148768472906,48.366613672496,-495.94677734375
-126.132019704434,48.366613672496,-435.901000976562
-126.115270935961,48.366613672496,-428.680999755859
-126.098522167488,48.366613672496,-417.151000976562
-126.081773399015,48.366613672496,-433.031005859375
-126.065024630542,48.366613672496,-554.531005859375
-126.048275862069,48.366613672496,-544.120971679688
-126.031527093596,48.366613672496,-578.690979003906
-126.014778325123,48.366613672496,-583.450988769531
-125.99802955665,48.366613672496,-573.999328613281
-125.981280788177,48.366613672496,-667.849304199219
-125.964532019704,48.366613672496,-689.54931640625
-125.947783251232,48.366613672496,-640.029357910156
-125.931034482759,48.366613672496,-582.639343261719
-125.914285714286,48.366613672496,-489.629333496094
-125.897536945813,48.366613672496,-360.539337158203
-125.88078817734,48.366613672496,-206.969329833984
-125.864039408867,48.366613672496,-166.957656860352
-125.847290640394,48.366613672496,-157.867660522461
-125.830541871921,48.366613672496,-152.967651367188
-125.813793103448,48.366613672496,-153.707656860352
-125.797044334975,48.366613672496,-153.947662353516
-125.780295566502,48.366613672496,-153.717651367188
-125.76354679803,48.366613672496,-152.807662963867
-125.746798029557,48.366613672496,-149.707656860352
-125.730049261084,48.366613672496,-146.54264831543
-125.713300492611,48.366613672496,-146.272659301758
-125.696551724138,48.366613672496,-147.852645874023
-125.679802955665,48.366613672496,-148.54264831543
-125.663054187192,48.366613672496,-149.022659301758
-125.646305418719,48.366613672496,-147.852645874023
-125.629556650246,48.366613672496,-144.812652587891
-125.612807881773,48.366613672496,-146.062652587891
-125.5960591133,48.366613672496,-147.861557006836
-125.579310344828,48.366613672496,-148.181564331055
-125.562561576355,48.366613672496,-147.451568603516
-125.545812807882,48.366613672496,-144.001571655273
-125.529064039409,48.366613672496,-138.151565551758
-125.512315270936,48.366613672496,-136.061569213867
-125.495566502463,48.366613672496,-134.941558837891
-125.47881773399,48.366613672496,-134.971557617188
-125.462068965517,48.366613672496,-133.582977294922
-125.445320197044,48.366613672496,-131.662979125977
-125.428571428571,48.366613672496,-135.522979736328
-125.411822660099,48.366613672496,-164.292984008789
-125.395073891626,48.366613672496,-155.302978515625
-125.378325123153,48.366613672496,-128.822982788086
-125.36157635468,48.366613672496,-122.762985229492
-125.344827586207,48.366613672496,-119.912979125977
-125.328078817734,48.366613672496,-119.260665893555
-125.311330049261,48.366613672496,-118.500663757324
-125.294581280788,48.366613672496,-127.42066192627
-125.277832512315,48.366613672496,-162.790664672852
-125.261083743842,48.366613672496,-180.400665283203
-125.244334975369,48.366613672496,-181.130661010742
-125.227586206897,48.366613672496,-182.390670776367
-125.210837438424,48.366613672496,-182.50065612793
-125.194088669951,48.366613672496,-180.824157714844
-125.177339901478,48.366613672496,-185.444152832031
-125.160591133005,48.366613672496,-131.684158325195
-125.143842364532,48.366613672496,-122.654151916504
-125.127093596059,48.366613672496,-132.504150390625
-125.110344827586,48.366613672496,-131.494155883789
-125.093596059113,48.366613672496,-123.144157409668
-125.07684729064,48.366613672496,-120.274154663086
-125.060098522167,48.366613672496,-149.249771118164
-125.043349753695,48.366613672496,-186.679779052734
-125.026600985222,48.366613672496,-264.479766845703
-125.009852216749,48.366613672496,-301.869781494141
-124.993103448276,48.366613672496,-238.319778442383
-124.976354679803,48.366613672496,-148.18977355957
-124.95960591133,48.366613672496,-122.419776916504
-124.942857142857,48.366613672496,-135.93977355957
-124.926108374384,48.366613672496,-163.427032470703
-124.909359605911,48.366613672496,-304.70703125
-124.892610837438,48.366613672496,-323.467041015625
-124.875862068966,48.366613672496,-256.987030029297
-124.859113300493,48.366613672496,-198.117034912109
-124.84236453202,48.366613672496,-150.067031860352
-124.825615763547,48.366613672496,-92.1070327758789
-124.808866995074,48.366613672496,-64.8670272827148
-124.792118226601,48.366613672496,-59.3936347961426
-124.775369458128,48.366613672496,-67.3536376953125
-124.758620689655,48.366613672496,-58.5836334228516
-124.741871921182,48.366613672496,-44.7936325073242
-124.725123152709,48.366613672496,-21.5536346435547
-124.708374384236,48.366613672496,43.0263671875
-124.691625615764,48.366613672496,158.876373291016
-124.674876847291,48.366613672496,136.386367797852
-124.658128078818,48.366613672496,160.104827880859
-124.641379310345,48.366613672496,94.6748275756836
-124.624630541872,48.366613672496,17.8548316955566
-124.607881773399,48.366613672496,74.9848327636719
-124.591133004926,48.366613672496,101.454833984375
-124.574384236453,48.366613672496,79.7948303222656
-124.55763546798,48.366613672496,33.7348327636719
-124.540886699507,48.366613672496,-5.48516893386841
-124.524137931034,48.366613672496,-23.3808708190918
-124.507389162562,48.366613672496,-42.0208702087402
-124.490640394089,48.366613672496,-58.9908714294434
-124.473891625616,48.366613672496,-81.0008697509766
-124.457142857143,48.366613672496,-99.3608703613281
-124.44039408867,48.366613672496,-119.900871276855
-124.423645320197,48.366613672496,-139.750869750977
-124.406896551724,48.366613672496,-166.130874633789
-124.390147783251,48.366613672496,-196.133255004883
-124.373399014778,48.366613672496,-210.943252563477
-124.356650246305,48.366613672496,-220.223251342773
-124.339901477833,48.366613672496,-221.613250732422
-124.32315270936,48.366613672496,-224.183258056641
-124.306403940887,48.366613672496,-229.023254394531
-124.289655172414,48.366613672496,-230.353256225586
-124.272906403941,48.366613672496,-226.91325378418
-124.256157635468,48.366613672496,-217.131942749023
-124.239408866995,48.366613672496,-203.561950683594
-124.222660098522,48.366613672496,-191.131942749023
-124.205911330049,48.366613672496,-183.281951904297
-124.189162561576,48.366613672496,-173.32194519043
-124.172413793103,48.366613672496,-168.941940307617
-124.155665024631,48.366613672496,-165.431945800781
-124.138916256158,48.366613672496,-156.141952514648
-124.122167487685,48.366613672496,-141.167251586914
-124.105418719212,48.366613672496,-145.667251586914
-124.088669950739,48.366613672496,-160.317245483398
-124.071921182266,48.366613672496,-159.697250366211
-124.055172413793,48.366613672496,-150.477249145508
-124.03842364532,48.366613672496,-142.26725769043
-124.021674876847,48.366613672496,-136.187255859375
-124.004926108374,48.366613672496,-131.437255859375
-123.988177339901,48.366613672496,-118.527725219727
-123.971428571429,48.366613672496,-109.117721557617
-123.954679802956,48.366613672496,-103.987724304199
-123.937931034483,48.366613672496,-92.4077224731445
-123.92118226601,48.366613672496,-77.0077209472656
-123.904433497537,48.366613672496,-65.5877227783203
-123.887684729064,48.366613672496,-59.0277252197266
-123.870935960591,48.366613672496,-53.5577239990234
-123.854187192118,48.366613672496,-46.4546699523926
-123.837438423645,48.366613672496,-37.0546684265137
-123.820689655172,48.366613672496,-19.9646682739258
-123.8039408867,48.366613672496,7.14533138275146
-123.787192118227,48.366613672496,-6.35466861724854
-123.770443349754,48.366613672496,-12.1546688079834
-123.753694581281,48.366613672496,-7.2046685218811
-123.736945812808,48.366613672496,12.1553316116333
-123.720197044335,48.366613672496,1.94301080703735
-123.703448275862,48.366613672496,18.0730113983154
-123.686699507389,48.366613672496,125.293014526367
-123.669950738916,48.366613672496,105.493011474609
-123.653201970443,48.366613672496,39.9930114746094
-123.63645320197,48.366613672496,32.893009185791
-123.619704433498,48.366613672496,118.463012695312
-123.602955665025,48.366613672496,154.553009033203
-123.586206896552,48.366613672496,70.2741241455078
-123.569458128079,48.366613672496,84.6841278076172
-123.552709359606,48.366613672496,92.1041259765625
-123.535960591133,48.366613672496,17.3341255187988
-123.51921182266,48.366613672496,-4.84587478637695
-123.502463054187,48.366613672496,-6.4558744430542
-123.485714285714,48.366613672496,-13.7958745956421
-123.468965517241,48.366613672496,-21.1358737945557
-123.452216748768,48.366613672496,-27.5225105285645
-123.435467980296,48.366613672496,-31.7625102996826
-123.418719211823,48.366613672496,-34.3525085449219
-123.40197044335,48.366613672496,-35.7525100708008
-123.385221674877,48.366613672496,-36.0825119018555
-123.368472906404,48.366613672496,-35.7725105285645
-123.351724137931,48.366613672496,-35.0825119018555
-123.334975369458,48.366613672496,-34.4625091552734
-123.318226600985,48.366613672496,-34.394401550293
-123.301477832512,48.366613672496,-35.6143989562988
-123.284729064039,48.366613672496,-38.1543998718262
-123.267980295567,48.366613672496,-42.4543991088867
-123.251231527094,48.366613672496,-48.3843994140625
-123.234482758621,48.366613672496,-55.7444000244141
-123.217733990148,48.366613672496,-63.8443984985352
-123.200985221675,48.366613672496,-70.8544006347656
-123.184236453202,48.366613672496,-75.5213470458984
-123.167487684729,48.366613672496,-79.5913467407227
-123.150738916256,48.366613672496,-81.0813522338867
-123.133990147783,48.366613672496,-99.1713485717773
-123.11724137931,48.366613672496,-121.581352233887
-123.100492610837,48.366613672496,-133.201354980469
-123.083743842365,48.366613672496,-139.771347045898
-123.066995073892,48.366613672496,-113.051345825195
-123.050246305419,48.366613672496,-49.8986930847168
-123.033497536946,48.366613672496,-18.6886920928955
-123.016748768473,48.366613672496,-62.9986915588379
-123,48.366613672496,-153.358688354492
-126.4,48.349920508744,-1138.95922851562
-126.383251231527,48.349920508744,-1110.17919921875
-126.366502463054,48.349920508744,-1139.92919921875
-126.349753694581,48.349920508744,-1203.98913574219
-126.333004926108,48.349920508744,-1274.4091796875
-126.316256157635,48.349920508744,-1318.50915527344
-126.299507389163,48.349920508744,-1301.67919921875
-126.28275862069,48.349920508744,-1257.27917480469
-126.266009852217,48.349920508744,-1101.79675292969
-126.249261083744,48.349920508744,-1044.6767578125
-126.232512315271,48.349920508744,-999.646789550781
-126.215763546798,48.349920508744,-945.826782226562
-126.199014778325,48.349920508744,-859.056762695312
-126.182266009852,48.349920508744,-764.066772460938
-126.165517241379,48.349920508744,-667.816772460938
-126.148768472906,48.349920508744,-585.986755371094
-126.132019704434,48.349920508744,-547.190979003906
-126.115270935961,48.349920508744,-542.531005859375
