V1,V2,V3
-127.4,50.4,159.645309448242
-127.383289817232,50.4,241.575317382812
-127.366579634465,50.4,292.825317382812
-127.349869451697,50.4,344.465301513672
-127.33315926893,50.4,343.836242675781
-127.316449086162,50.4,335.736236572266
-127.299738903394,50.4,286.846252441406
-127.283028720627,50.4,206.356246948242
-127.266318537859,50.4,187.026245117188
-127.249608355091,50.4,227.176239013672
-127.232898172324,50.4,314.696258544922
-127.216187989556,50.4,236.646240234375
-127.199477806789,50.4,679.370666503906
-127.182767624021,50.4,1120.71069335938
-127.166057441253,50.4,875.730712890625
-127.149347258486,50.4,680.900695800781
-127.132637075718,50.4,525.4306640625
-127.11592689295,50.4,1024.12072753906
-127.099216710183,50.4,757.660705566406
-127.082506527415,50.4,780.130676269531
-127.065796344648,50.4,693.890014648438
-127.04908616188,50.4,539.609985351562
-127.032375979112,50.4,1044.43005371094
-127.015665796345,50.4,903.52001953125
-126.998955613577,50.4,434.589996337891
-126.982245430809,50.4,32.4500007629395
-126.965535248042,50.4,26.2000007629395
-126.948825065274,50.4,136.309997558594
-126.932114882507,50.4,371.327392578125
-126.915404699739,50.4,538.987365722656
-126.898694516971,50.4,715.177368164062
-126.881984334204,50.4,930.347412109375
-126.865274151436,50.4,1031.14733886719
-126.848563968668,50.4,1045.19738769531
-126.831853785901,50.4,604.517395019531
-126.815143603133,50.4,298.367370605469
-126.798433420366,50.4,558.468139648438
-126.781723237598,50.4,751.938171386719
-126.76501305483,50.4,632.708129882812
-126.748302872063,50.4,914.648132324219
-126.731592689295,50.4,1220.99816894531
-126.714882506527,50.4,848.978149414062
-126.69817232376,50.4,1080.37817382812
-126.681462140992,50.4,1023.81817626953
-126.664751958225,50.4,1045.13598632812
-126.648041775457,50.4,1102.81591796875
-126.631331592689,50.4,550.935974121094
-126.614621409922,50.4,1031.916015625
-126.597911227154,50.4,1019.73596191406
-126.581201044386,50.4,446.285980224609
-126.564490861619,50.4,236.075973510742
-126.547780678851,50.4,712.995971679688
-126.531070496084,50.4,1236.70703125
-126.514360313316,50.4,1233.79699707031
-126.497650130548,50.4,1251.85705566406
-126.480939947781,50.4,1433.95703125
-126.464229765013,50.4,1033.89697265625
-126.447519582245,50.4,622.327026367188
-126.430809399478,50.4,514.117004394531
-126.41409921671,50.4,819.067016601562
-126.397389033943,50.4,1226.56884765625
-126.380678851175,50.4,1458.6689453125
-126.363968668407,50.4,1164.82885742188
-126.34725848564,50.4,940.758911132812
-126.330548302872,50.4,801.368896484375
-126.313838120104,50.4,840.118896484375
-126.297127937337,50.4,904.248901367188
-126.280417754569,50.4,994.568908691406
-126.263707571802,50.4,512.325622558594
-126.246997389034,50.4,178.275650024414
-126.230287206266,50.4,179.915649414062
-126.213577023499,50.4,346.3056640625
-126.196866840731,50.4,199.46565246582
-126.180156657963,50.4,256.505645751953
-126.163446475196,50.4,370.515655517578
-126.146736292428,50.4,474.405639648438
-126.130026109661,50.4,638.280639648438
-126.113315926893,50.4,748.220642089844
-126.096605744125,50.4,884.770690917969
-126.079895561358,50.4,978.820678710938
-126.06318537859,50.4,1027.11071777344
-126.046475195822,50.4,1069.03063964844
-126.029765013055,50.4,986.190673828125
-126.013054830287,50.4,879.800659179688
-125.99634464752,50.4,661.179077148438
-125.979634464752,50.4,316.109069824219
-125.962924281984,50.4,10.6190757751465
-125.946214099217,50.4,-31.3609237670898
-125.929503916449,50.4,-39.830924987793
-125.912793733681,50.4,-81.0409240722656
-125.896083550914,50.4,-114.040924072266
-125.879373368146,50.4,-111.960922241211
-125.862663185379,50.4,-59.3093757629395
-125.845953002611,50.4,-36.5593757629395
-125.829242819843,50.4,-68.7493743896484
-125.812532637076,50.4,-95.3093795776367
-125.795822454308,50.4,-88.609375
-125.77911227154,50.4,74.6706237792969
-125.762402088773,50.4,169.370620727539
-125.745691906005,50.4,279.830627441406
-125.728981723238,50.4,224.337493896484
-125.71227154047,50.4,148.327499389648
