NWFSCsampleID,Species,common_name,Class,Family,Prey,Detected,station,depth,bathy.bottom.depth,lat,lon,year,month,day
52193-1000,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,1,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,1,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1000,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,60-2,0,103,44.23054833,-124.5392983,2019,7,27
52193-1007,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1007,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,60-1,0,69,44.23212833,-124.247595,2019,7,27
52193-1014,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,1,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,1,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,1,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1014,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,61-2,50,149,44.39556,-124.7442183,2019,7,28
52193-1016,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1016,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,61-2,0,149,44.39556,-124.7442183,2019,7,28
52193-1024,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,1,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1024,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,61-3,50,455,44.39677,-124.8155333,2019,7,28
52193-1026,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-1026,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,61-3,0,455,44.39677,-124.8155333,2019,7,28
52193-103,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-103,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,27-6,50,2359,38.73053833,-124.073795,2019,7,5
52193-1036,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,1,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1036,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,61-4,50,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Lagenorhynchus obliquidens,Pacific white-sided dolphin,Mammalia,Delphinidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Lissodelphis borealis,northern right whale dolphin,Mammalia,Delphinidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Megaptera novaeangliae,humpback whale,Mammalia,Balaenopteridae,invert,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Mesoplodon stejnegeri,saber-toothed whale,Mammalia,Ziphiidae,squid,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Mirounga angustirostris,elephant seal,Mammalia,Phocidae,squid,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Orcinus orca,killer whale,Mammalia,Delphinidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Phoca vitulina,harbor seal,Mammalia,Phocidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Phocoena phocoena,harbor porpoise,Mammalia,Phocoenidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Phocoenoides dalli,Dall's porpoise,Mammalia,Phocoenidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Stenella coeruleoalba,striped dolphin,Mammalia,Delphinidae,fish,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Zalophus californianus,California sea lion,Mammalia,Otariidae,generalist,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1038,Ziphius cavirostris,goose-beaked whale,Mammalia,Ziphiidae,squid,0,61-4,0,519,44.39521667,-124.8781483,2019,7,28
52193-1040,Balaena mysticetus,bowhead whale,Mammalia,Balaenidae,invert,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Balaenoptera acutorostrata,minke whale,Mammalia,Balaenopteridae,invert,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Balaenoptera musculus,blue whale,Mammalia,Balaenopteridae,invert,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Balaenoptera physalus,fin whale,Mammalia,Balaenopteridae,invert,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Berardius bairdii,northern giant bottlenose whale,Mammalia,Ziphiidae,squid,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Callorhinus ursinus,northern fur seal,Mammalia,Otariidae,generalist,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Eschrichtius robustus,gray whale,Mammalia,Eschrichtiidae,invert,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Eumetopias jubatus,Steller sea lion,Mammalia,Otariidae,fish,0,61-5,500,685,44.396,-124.9914967,2019,7,28
52193-1040,Grampus griseus,Risso's dolphin,Mammalia,Delphinidae,fish,0,61-5,500,685,44.396,-124.9914967,2019,7,28
